operator,offer_id,offer_name,category,data_gb,minutes,sms,validity_days,ussd_code,source_page,price_per_gb,price_per_minute,price_per_sms,price_bdt
Banglalink,TK99USSDREACT4GB7D,Banglalink Special Reactivation Pack 6 GB Internet at only Tk. 99!,Bondho SIM,6.0,0.0,0.0,7.0,*121*200#,offers/prepaid/bondho-sim,16.5,0,0,99.0
Banglalink,TK127USSDREACTBTL30D,Banglalink Special Reactivation Pack 200 Minutes at only Tk. 127!,Bondho SIM,0.0,200.0,0.0,30.0,*121*200#,offers/prepaid/bondho-sim,0,0.64,0,127.0
Banglalink,TK229USSDREACTBTL30D,Banglalink Special Reactivation Pack 25GB Internet at only Tk. 229!,Bondho SIM,25.0,0.0,0.0,30.0,*121*200#,offers/prepaid/bondho-sim,9.16,0,0,229.0
Banglalink,TK298USSDREACTMIX30D,Banglalink Special Reactivation Bundle 30GB + 300 Minutes at only Tk. 298!,Bondho SIM,30.0,300.0,0.0,30.0,*121*200#,offers/prepaid/bondho-sim,9.93,0.99,0,298.0
Teletalk,TT-001,100 MB,Data,0.0977,0.0,0.0,7.0,*111*501#,Internet-offers,112.59,0,0,11.0
Teletalk,TT-002,500 MB,Data,0.4883,0.0,0.0,7.0,*111*717#,Internet-offers,36.86,0,0,18.0
Teletalk,TT-003,1 GB,Data,1.0,0.0,0.0,7.0,*111*534#,Internet-offers,22.0,0,0,22.0
Teletalk,TT-004,2GB+ 102 MB Bonus,Data,2.0996,0.0,0.0,7.0,*111*736#,Internet-offers,18.1,0,0,38.0
Teletalk,TT-005,3GB+ 154MB Bonus,Data,3.1504,0.0,0.0,7.0,*111*44#,Internet-offers,14.6,0,0,46.0
Teletalk,TT-006,4GB+ 205MB bonus,Data,4.2002,0.0,0.0,7.0,*111*756#,Internet-offers,13.09,0,0,55.0
Teletalk,TT-007,5GB+256MB Bonus,Data,5.25,0.0,0.0,7.0,*111*764#,Internet-offers,12.76,0,0,67.0
Teletalk,TT-008,10 GB,Data,10.0,0.0,0.0,7.0,*111*97#,Internet-offers,10.2,0,0,102.0
Teletalk,TT-009,15GB+768MB Bonus,Data,15.75,0.0,0.0,7.0,*111*551#,Internet-offers,8.63,0,0,136.0
Teletalk,TT-010,100 MB,Data,0.0977,0.0,0.0,30.0,*111*716#,Internet-offers,235.41,0,0,23.0
Teletalk,TT-011,500 MB,Data,0.4883,0.0,0.0,30.0,*111*503#,Internet-offers,75.77,0,0,37.0
Teletalk,TT-012,1 GB,Data,1.0,0.0,0.0,30.0,*111*49#,Internet-offers,56.0,0,0,56.0
Teletalk,TT-013,2 GB,Data,2.0,0.0,0.0,30.0,*111*93#,Internet-offers,44.0,0,0,88.0
Teletalk,TT-014,3 GB,Data,3.0,0.0,0.0,30.0,*111*531#,Internet-offers,43.67,0,0,131.0
Teletalk,TT-015,4 GB,Data,4.0,0.0,0.0,30.0,*111*776#,Internet-offers,41.5,0,0,166.0
Teletalk,TT-016,5 GB,Data,5.0,0.0,0.0,30.0,*111*532#,Internet-offers,38.2,0,0,191.0
Teletalk,TT-017,10 GB,Data,10.0,0.0,0.0,30.0,*111*550#,Internet-offers,22.6,0,0,226.0
Teletalk,TT-018,15 GB,Data,15.0,0.0,0.0,30.0,*111*777#,Internet-offers,17.27,0,0,259.0
Teletalk,TT-019,30 GB,Data,30.0,0.0,0.0,30.0,*111*344#,Internet-offers,11.97,0,0,359.0
Teletalk,TT-020,45 GB,Data,45.0,0.0,0.0,30.0,*111*445#,Internet-offers,9.31,0,0,419.0
Teletalk,TT-021,1 GB,Data,1.0,0.0,0.0,1.0,*111*800#,Internet-offers,16.0,0,0,16.0
Teletalk,TT-022,2 GB,Data,2.0,0.0,0.0,1.0,*111*801#,Internet-offers,14.0,0,0,28.0
Teletalk,TT-023,3GB+ 154MB Bonus,Data,3.1504,0.0,0.0,3.0,*111*802#,Internet-offers,13.01,0,0,41.0
Teletalk,TT-024,25 GB (unlimited validity),Data,25.0,0.0,0.0,730,*111*309#,Internet-offers,10.84,0,0,271.0
Teletalk,TT-025,50 GB (unlimited validity),Data,50.0,0.0,0.0,730,*111*599#,Internet-offers,11.26,0,0,563.0
Teletalk,TT-026,75 GB (unlimited validity),Data,75.0,0.0,0.0,730,*111*799#,Internet-offers,10.01,0,0,751.0
Teletalk,TT-027,Weekend Offer,Data,1.0,0.0,0.0,0.0,*111*2024#,Internet-offers,13.0,0,0,13.0
Teletalk,TT-028,"Uninterrupted Data Offer (1GB Per Day, 30GB in 30 Days)",Data,30.0,0.0,0.0,30.0,*111*299#,Internet-offers,9.47,0,0,284.0
Teletalk,TT-029,Unlimited Volume (24h),Unlimited,0.0,0.0,0.0,1.0,*111*81#,Internet-offers,0,0,0,73.0
Teletalk,TT-030,Unlimited Volume (2h),Unlimited,0.0,0.0,0.0,0.0833,*111*19#,Internet-offers,0,0,0,19.0
Teletalk,TT-031,1 GB+25 minute+10 SMS,Combo,1.0,25.0,10.0,7.0,*111*116#,Internet-offers,39.0,1.56,3.9,39.0
Teletalk,TT-032,1 GB+25 minute+10 SMS,Combo,1.0,25.0,10.0,30.0,*111*118#,Internet-offers,47.0,1.88,4.7,47.0
Teletalk,TT-033,1 GB+55 minute+50 SMS,Combo,1.0,55.0,50.0,7.0,*111*102#,Internet-offers,52.0,0.95,1.04,52.0
Teletalk,TT-034,1 GB+55 minute+50 SMS,Combo,1.0,55.0,50.0,30.0,*111*121#,Internet-offers,66.0,1.2,1.32,66.0
Teletalk,TT-035,1.2 GB+150 minute+120 SMS,Combo,1.2,150.0,120.0,7.0,*111*123#,Internet-offers,83.33,0.67,0.83,100.0
Teletalk,TT-036,1.2 GB+150 minute+120 SMS,Combo,1.2,150.0,120.0,30.0,*111*103#,Internet-offers,88.33,0.71,0.88,106.0
Teletalk,TT-037,5 GB+250 minute+50 SMS,Combo,5.0,250.0,50.0,7.0,*111*126#,Internet-offers,33.4,0.67,3.34,167.0
Teletalk,TT-038,5 GB+250 minute+300 SMS,Combo,5.0,250.0,300.0,30.0,*111*104#,Internet-offers,41.6,0.83,0.69,208.0
Teletalk,TT-039,10 GB+100 minute+50 SMS,Combo,10.0,100.0,50.0,30.0,*111*107#,Internet-offers,21.8,2.18,4.36,218.0
Teletalk,TT-040,2 GB+350 minute+20 SMS,Combo,2.0,350.0,20.0,7.0,*111*132#,Internet-offers,113.0,0.65,11.3,226.0
Teletalk,TT-041,2 GB+350 minute+20 SMS,Combo,2.0,350.0,20.0,30.0,*111*108#,Internet-offers,117.0,0.67,11.7,234.0
Teletalk,TT-042,10 GB+350 minute+100 SMS,Combo,10.0,350.0,100.0,30.0,*111*105#,Internet-offers,31.2,0.89,3.12,312.0
Teletalk,TT-043,5 GB+450 minute+50 SMS,Combo,5.0,450.0,50.0,7.0,*111*136#,Internet-offers,59.6,0.66,5.96,298.0
Teletalk,TT-044,5 GB+450 minute+50 SMS,Combo,5.0,450.0,50.0,30.0,*111*109#,Internet-offers,62.2,0.69,6.22,311.0
Teletalk,TT-045,12 GB+500 minute+350 SMS,Combo,12.0,500.0,350.0,30.0,*111*110#,Internet-offers,34.67,0.83,1.19,416.0
Teletalk,TT-046,35 GB+800 minute+100SMS,Combo,35.0,800.0,100.0,30.0,*111*111#,Internet-offers,16.34,0.71,5.72,572.0
Teletalk,TT-047,40GB+900 minute+100SMS,Combo,40.0,900.0,100.0,30.0,*111*112#,Internet-offers,15.6,0.69,6.24,624.0
Teletalk,TT-048,50GB+1000 minute,Combo,50.0,1000.0,0.0,30.0,*111*113#,Internet-offers,12.96,0.65,0,648.0
Teletalk,TT-049,Minute_Bundle_23 Min,Minute,0.0,23.0,0.0,3.0,*111*7*1#,Internet-offers,0,0.65,0,15.0
Teletalk,TT-050,Minute_Bundle_53 Min,Minute,0.0,53.0,0.0,3.0,*111*7*2#,Internet-offers,0,0.64,0,34.0
Teletalk,TT-051,Minute_Bundle_75 Min,Minute,0.0,75.0,0.0,5.0,*111*7*4#,Internet-offers,0,0.65,0,49.0
Teletalk,TT-052,Minute_Bundle_143 Min,Minute,0.0,143.0,0.0,7.0,*111*7*3#,Internet-offers,0,0.64,0,91.0
Teletalk,TT-053,Minute_Bundle_477 Min,Minute,0.0,477.0,0.0,30.0,*111*287#,Internet-offers,0,0.63,0,301.0
Teletalk,TT-054,Minute_Bundle_108 Min,Minute,0.0,108.0,0.0,7.0,*111*7*5#,Internet-offers,0,0.64,0,69.0
Teletalk,TT-055,Minute_Bundle_116 Min,Minute,0.0,116.0,0.0,10.0,*111*7*6#,Internet-offers,0,0.64,0,74.0
Teletalk,TT-056,Minute_Bundle_168 Min,Minute,0.0,168.0,0.0,30.0,*111*7*7#,Internet-offers,0,0.65,0,109.0
Teletalk,TT-057,Minute_Bundle_214 Min,Minute,0.0,214.0,0.0,30.0,*111*7*8#,Internet-offers,0,0.65,0,139.0
Teletalk,TT-058,SMS_Bundle_Pack500,SMS,0.0,0.0,500.0,30.0,*111*58#,Internet-offers,0,0,0.12,61.0
Teletalk,TT-059,SMS_Bundle_Pack100,SMS,0.0,0.0,100.0,7.0,*111*13#,Internet-offers,0,0,0.14,14.0
Teletalk,TT-060,SMS_Bundle_Pack50,SMS,0.0,0.0,50.0,3.0,*111*6#,Internet-offers,0,0,0.14,7.0
Teletalk,TT-061,Shadheen rate cutter: 60 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,7.0,Unknown,voice/rate-cutter-offers,0,0.6,0,29.0
Teletalk,TT-062,Shadheen rate cutter: 60 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,30.0,Unknown,voice/rate-cutter-offers,0,0.6,0,99.0
Teletalk,TT-063,Projonmo rate cutter: 65 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,7.0,Unknown,voice/rate-cutter-offers,0,0.65,0,29.0
Teletalk,TT-064,Youth rate cutter: 65 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,30.0,Unknown,voice/rate-cutter-offers,0,0.65,0,99.0
Teletalk,TT-065,Shotoborsho rate cutter: 47 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,3.0,Unknown,voice/rate-cutter-offers,0,0.47,0,24.0
Teletalk,TT-066,Shotoborsho rate cutter: 47 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,7.0,Unknown,voice/rate-cutter-offers,0,0.47,0,44.0
Teletalk,TT-067,Agami rate cutter: 45 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,10.0,Unknown,voice/rate-cutter-offers,0,0.45,0,33.0
Teletalk,TT-068,Bornomala rate cutter: 45 Paisa/Min in any local number,Call Rate,0.0,0.0,0.0,30.0,Unknown,voice/rate-cutter-offers,0,0.45,0,93.0
Teletalk,TT-069,9GB + 19 Minutes,Bondho SIM,9.0,19.0,0.0,30.0,*111*2025#,voice/attractive-close-sim-offer,2.11,1.0,0,19.0
Teletalk,TT-070,29GB + 99 Minutes,Bondho SIM,29.0,99.0,0.0,30.0,*111*99#,voice/attractive-close-sim-offer,3.41,1.0,0,99.0
Teletalk,TT-080,25 GB,Data,25.0,0.0,0.0,730,Unknown,voice/prepaid/gen-z,11.32,0,0,283.0
Teletalk,TT-081,24 minutes + 10 SMS,Combo,0.0,24.0,10.0,365.0,Unknown,voice/prepaid/gen-z,0,0.75,1.8,18.0
Teletalk,TT-082,2GB,Data,2.0,0.0,0.0,7.0,Unknown,voice/prepaid/gen-z,8.5,0,0,17.0
Teletalk,TT-083,1GB,Data,1.0,0.0,0.0,30.0,Unknown,voice/prepaid/gen-z,21.0,0,0,21.0
Teletalk,TT-084,5GB,Data,5.0,0.0,0.0,7.0,Unknown,voice/prepaid/gen-z,9.4,0,0,47.0
Teletalk,TT-085,10GB,Data,10.0,0.0,0.0,7.0,Unknown,voice/prepaid/gen-z,7.1,0,0,71.0
Teletalk,TT-086,2 GB*,Data,2.0,0.0,0.0,7.0,Unknown,voice/prepaid/shadheen,8.5,0,0,17.0
Teletalk,TT-087,8 GB,Data,8.0,0.0,0.0,7.0,Unknown,voice/prepaid/shadheen,11.12,0,0,89.0
Teletalk,TT-088,300 Min + 10 GB,Combo,10.0,300.0,0.0,30.0,Unknown,voice/prepaid/shadheen,29.2,0.97,0,292.0
Teletalk,TT-090,15 GB,Data,15.0,0.0,0.0,30.0,*111*708#,voice/prepaid/teletalk-professional-package,13.4,0,0,201.0
Teletalk,TT-091,35 GB,Data,35.0,0.0,0.0,30.0,*111*709#,voice/prepaid/teletalk-professional-package,10.34,0,0,362.0
Teletalk,TT-092,65 GB,Data,65.0,0.0,0.0,30.0,*111*710#,voice/prepaid/teletalk-professional-package,6.91,0,0,449.0
Teletalk,TT-093,300 Min + 200 SMS + 5 GB,Combo,5.0,300.0,200.0,30.0,*111*711#,voice/prepaid/teletalk-professional-package,49.8,0.83,1.25,249.0
Teletalk,TT-094,500 Min + 250 SMS + 10 GB,Combo,10.0,500.0,250.0,30.0,*111*712#,voice/prepaid/teletalk-professional-package,39.9,0.8,1.6,399.0
Teletalk,TT-095,800 Min + 300 SMS + 30 GB,Combo,30.0,800.0,300.0,30.0,*111*713#,voice/prepaid/teletalk-professional-package,19.97,0.75,2.0,599.0
Teletalk,TT-096,1000 Min + 100 SMS + 50 GB,Combo,50.0,1000.0,100.0,30.0,*111*714#,voice/prepaid/teletalk-professional-package,13.98,0.7,6.99,699.0
Robi,ROBI-001,3 GB,Data,3.0,0.0,0.0,3.0,Unknown,offers?tab=internet,32.67,0,0,98.0
Robi,ROBI-002,100 GB,Data,100.0,0.0,0.0,30.0,Unknown,offers?tab=internet,7.98,0,0,798.0
Robi,ROBI-003,Unlimited Internet,Unlimited,0.0,0.0,0.0,7.0,Unknown,offers?tab=internet,0,0,0,247.0
Robi,ROBI-004,35 GB + 600 Mins,Combo,35.0,600.0,0.0,30.0,Unknown,offers?tab=bundles,22.83,1.33,0,799.0
Robi,ROBI-005,25 GB + 500 Mins,Combo,25.0,500.0,0.0,30.0,Unknown,offers?tab=bundles,27.96,1.4,0,699.0
Robi,ROBI-006,15 GB + 350 Mins,Combo,15.0,350.0,0.0,30.0,Unknown,offers?tab=bundles,39.93,1.71,0,599.0
Robi,ROBI-007,3 GB + 100 Mins,Combo,3.0,100.0,0.0,30.0,Unknown,offers?tab=bundles,103.0,3.09,0,309.0
Robi,ROBI-008,75 GB + 1500 Mins,Combo,75.0,1500.0,0.0,30.0,Unknown,offers?tab=bundles,13.25,0.66,0,994.0
Robi,ROBI-009,30 GB + 400 Mins,Combo,30.0,400.0,0.0,30.0,Unknown,offers?tab=bundles,19.8,1.49,0,594.0
Robi,ROBI-010,15 GB + 200 Mins,Combo,15.0,200.0,0.0,30.0,Unknown,offers?tab=bundles,26.27,1.97,0,394.0
Robi,ROBI-011,5 Year Shodesh Pack,Validity,0.0,0.0,0.0,1825.0,Unknown,offers?tab=bundles,0,0,0,1394.0
Robi,ROBI-012,3 Year Shodesh Pack,Validity,0.0,0.0,0.0,1095.0,Unknown,offers?tab=bundles,0,0,0,894.0
Robi,ROBI-013,1 Paisa/Sec + Tax,Call Rate,0.0,0.0,0.0,5.0,Unknown,offers?tab=rate-cutters,0,0.6,0,54.0
Robi,ROBI-014,89 Paisa/Min + Tax,Call Rate,0.0,0.0,0.0,30.0,Unknown,offers?tab=rate-cutters,0,0.89,0,144.0
Robi,ROBI-015,89 Paisa/Min + Tax,Call Rate,0.0,0.0,0.0,5.0,Unknown,offers?tab=rate-cutters,0,0.89,0,64.0
Robi,ROBI-016,1 Paisa/Sec + Tax,Call Rate,0.0,0.0,0.0,60.0,Unknown,offers?tab=rate-cutters,0,0.6,0,204.0
Robi,ROBI-017,1 Paisa/Sec + Tax,Call Rate,0.0,0.0,0.0,7.0,Unknown,offers?tab=rate-cutters,0,0.6,0,94.0
Robi,ROBI-018,1 Paisa/Sec + Tax,Call Rate,0.0,0.0,0.0,90.0,Unknown,offers?tab=rate-cutters,0,0.6,0,304.0
Robi,ROBI-019,190 Mins,Minute,0.0,190.0,0.0,30.0,Unknown,offers?tab=minutes,0,1.05,0,199.0
Robi,ROBI-020,260 Mins,Minute,0.0,260.0,0.0,30.0,Unknown,offers?tab=minutes,0,0.92,0,239.0
Robi,ROBI-021,150 Mins,Minute,0.0,150.0,0.0,7.0,Unknown,offers?tab=minutes,0,0.79,0,119.0
Robi,ROBI-022,105 Mins,Minute,0.0,105.0,0.0,3.0,Unknown,offers?tab=minutes,0,0.66,0,69.0
Robi,ROBI-023,120 Min,Minute,0.0,120.0,0.0,5.0,Unknown,offers?tab=minutes,0,0.82,0,99.0
Robi,ROBI-024,150 Mins,Minute,0.0,150.0,0.0,5.0,Unknown,offers?tab=minutes,0,0.73,0,109.0
Robi,ROBI-025,125 Mins,Minute,0.0,125.0,0.0,3.0,Unknown,offers?tab=minutes,0,0.63,0,79.0
Robi,ROBI-026,250 Mins,Minute,0.0,250.0,0.0,7.0,Unknown,offers?tab=minutes,0,0.64,0,159.0
Robi,ROBI-027,1500 Mins,Minute,0.0,1500.0,0.0,150.0,Unknown,offers?tab=minutes,0,0.66,0,989.0
Robi,ROBI-028,100 Mins,Cashback,0.0,100.0,0.0,3.0,Unknown,offers?tab=cashback-offer,0,0.65,0,65.0
